ACO_ID,ACO_Name,ACO_State,Agree_Type,Agreement_Period_Num,Initial_Start_Date,Current_Start_Date,Current_Track_1,Current_Track_2,Current_Track_3,Current_Track_1_Plus,Current_BASIC_A,Current_BASIC_B,Current_BASIC_C,Current_BASIC_D,Current_BASIC_E,Current_ENHANCED,Risk_Model,Assign_Type,Adv_Pay,AIM,SNF_Waiver,N_AB,Sav_Rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,DisAdj,EarnSaveLoss,DisAffQual,Met_QPS,Report_WI,Report_eCQM,Report_CQM,Report_Inc,QualScore,Recvd30p,PosRegAdj,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,Adv_Pay_Amt,Adv_Pay_Recoup,MaxShareRate,FinalShareRate,RevLossLimit,Rev_Exp_Cat,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_AB_Year_PY,N_AB_Year_ESRD_PY,N_AB_Year_DIS_PY,N_AB_Year_AGED_Dual_PY,N_AB_Year_AGED_NonDual_PY,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,P_SNF_ADM,SNF_LOS,SNF_PayperStay,N_CAH,N_FQHC,N_RHC,N_ETA,N_Hosp,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS,Perc_Dual,Perc_CovDiag,Perc_CovEpisode,Perc_LTI,CAHPS_1,CAHPS_2,CAHPS_3,CAHPS_4,CAHPS_5,CAHPS_6,CAHPS_7,CAHPS_11,CAHPS_9,CAHPS_8,Measure_479,Measure_MCC1,QualityID_318,QualityID_110,QualityID_226,QualityID_134_WI,QualityID_134_eCQM-CQM,QualityID_113,QualityID_112,QualityID_438,QualityID_370,QualityID_001_WI,QualityID_001_eCQM-CQM,QualityID_236_WI,QualityID_236_eCQM-CQM
A3266,Empire ACO LLC,NY,Renewal,2,42736,43831,0,0,0,0,0,1,0,0,0,0,One-Sided,Prospective,0,0,0,6285,-0.0428,0.0354,-5698556,0,,0,1,1,1,0,0,0,0.8125,0,1,22255,19689,133097085,138795640,,,0.4,0.4,0,Low Revenue,108385,13722,20408,11960,100714,14988,21710,12148,118634,17254,24961,12474,121503,19073,29737,13258,23207,1.107,1.299,1.216,1.204,1.102,1.25,1.226,1.184,1.112,1.273,1.255,1.211,1.185,1.298,1.337,1.148,143,785,2258,3269,5981,116,651,2617,2596,736,2294,1930,1325,3790,2495,3151,2284,169,207,6,468,5623,5178,60,192,219,464,5049,3818,7279,342,1390,359,437,418,3,7,9,814,395,780,247,23251,12539,7435,3235,42,144,39,26682,0,0,0,0,0,0,158,106,69,8,0,0.5345,0.1292,0.0361,0.1757,85.92,91.53,88.77,80.35,54.17,58.15,66.51,21.35,86.74,83.13,0.1645,33.41,65.31,75.56,75.56,49.65,-,60.52,64.05,80.83,7.14,16.21,-,73.12,-
A2666,"BMC Integrated Care Services, Inc.",MA,Renewal,2,42005,43101,0,0,0,1,0,0,0,0,0,0,Two-Sided,Prospective,0,0,1,11821,0.0613,0.02,9533670,9533670,,4671498,1,1,1,0,0,0,0.8152,0,1,13453,12396,155475171,145941501,,,0.5,0.5,0,High Revenue,105435,10305,12886,10354,120363,10399,13348,10270,120385,10901,12612,10590,98096,10893,14047,11253,12628,1.043,1.019,0.915,1.135,1.08,0.997,0.871,1.106,1.046,0.999,0.889,1.067,1.012,1.013,0.865,1.047,121,4515,2865,6407,11557,107,3702,2840,4909,3912,4560,2539,810,6500,5321,6263,3598,306,709,19,926,4398,3871,45,270,261,253,964,3857,2571,238,755,205,352,317,2,11,22,1015,283,812,233,9160,2445,3397,1929,1390,66,25,14979,0,14,0,0,1,1,649,819,447,155,12,0.5195,0.0759,0.0231,0.016,76.52,92.99,92.85,74.59,65.74,56.45,68.99,25.84,83.4,86.16,0.1683,42.37,81.67,72.46,64.49,74.54,-,71.46,72.1,82.69,8.75,13.2,-,63.45,-
A4807,360 ACO,CA,Initial,1,43831,43831,0,0,0,0,0,1,0,0,0,0,One-Sided,Retrospective,0,0,0,3956,0.07,0.0447,7376870,7376870,,2891733,1,1,1,0,0,0,0.8223,0,0,28136,27409,105399139,98022269,,,0.4,0.4,0,Low Revenue,126392,21148,23892,24164,128686,22181,25003,26399,136333,24602,25444,25881,119937,21242,25253,24240,26167,1.093,1.462,1.185,1.543,1.197,1.522,1.222,1.574,1.137,1.564,1.165,1.553,1.15,1.553,1.192,1.444,100,539,1782,2808,3746,71,357,1474,1844,443,1206,1187,1120,2359,1597,2425,167,871,157,11,325,6731,5979,160,338,292,2399,5230,2815,6367,363,2852,432,480,455,3,9,14,1046,435,829,198,20077,10556,5122,4325,74,246,35,21973,0,0,0,0,0,0,63,10,49,21,0,0.4902,0.1211,0.0367,0.1383,82.05,91.42,90.43,80.66,57.72,63.81,63.25,25.65,87.52,81.31,0.1612,33.15,81.98,74.35,68.75,30.12,-,47.12,50.5,79.96,23.08,18.84,-,90.93,-
A3477,Community Health Provider Alliance,CO,Renewal,2,42736,43831,0,0,0,0,0,1,0,0,0,0,One-Sided,Prospective,0,0,0,13998,0.0978,0.0276,14606523,14606523,,5725757,1,1,1,0,1,0,0.8481,0,1,10932,10562,149421484,134814961,,,0.4,0.4,0,Low Revenue,68913,8937,10474,7815,75674,9187,11304,8131,79711,9141,11614,7906,71586,9215,10566,8102,9864,0.964,0.892,0.743,0.884,0.989,0.904,0.768,0.894,0.998,0.892,0.766,0.889,0.973,0.905,0.752,0.874,224,6633,3651,7086,13668,180,4322,3185,5980,4633,6268,2396,701,7432,6566,10838,472,207,1794,91,596,2950,2615,33,206,126,210,698,2997,2447,164,318,390,255,231,1,9,14,898,164,753,213,8128,628,2281,1511,3708,47,27,15904,0,133,0,0,0,3,342,79,296,263,1,0.4816,0.0704,0.0248,0.0134,77.77,91.48,90.91,75.55,65.06,64.64,67.22,28.48,89.89,85.39,-,33.29,29.93,66.55,94,84.75,-,62.84,54.81,87.33,8.33,19.4,-,69.47,-
A3466,"Louisiana Primary Care Accountable Care Organization, LLC",LA,Renewal,2,42736,43831,0,0,0,0,0,0,0,0,1,0,Two-Sided,Retrospective,0,0,0,9218,0.0848,0.02,7721304,7721304,,3783439,1,1,1,0,0,0,0.8579,0,1,10275,10186,91105681,83384377,,,0.5,0.5,1,Low Revenue,72162,8330,10118,6976,77112,8462,9947,7608,75289,8779,10511,8055,67219,8629,10221,8157,9404,0.955,0.833,0.734,0.855,0.948,0.811,0.711,0.863,0.929,0.828,0.734,0.899,0.877,0.812,0.714,0.902,129,4677,2357,3969,8866,97,3267,1835,3668,3787,3637,1360,434,5019,4199,4476,4300,110,97,10,225,2836,1818,331,340,376,149,365,2760,2449,163,687,261,291,211,11,17,52,978,184,525,166,9212,544,3018,1022,4628,24,32,15134,0,188,0,0,0,0,137,85,424,30,0,0.4688,0.0879,0.0182,0.0089,84.7,95.14,92.17,81.18,55.41,59.04,71.32,23.34,88.94,86.86,-,32.98,72.61,62.04,71.21,80.22,-,57.28,62.46,86.3,13.58,18.37,-,60,-
A2671,"USMM ACCOUNTABLE CARE PARTNERS, LLC","MI, TX, OH, VA, FL, WI, WA, IL, MO",Renewal,3,42005,43647,0,0,0,0,0,0,0,0,0,1,Two-Sided,Retrospective,0,0,1,13885,0.102,0.02,35120362,35120362,,25813466,1,1,0,0,1,0,0.634,0,0,26900,27352,344368010,309247648,,,0.75,0.75,0,Low Revenue,116224,20541,24912,26058,112751,20052,25078,27332,114360,20668,26049,28018,110925,18712,23139,24925,24157,1.199,1.687,1.385,1.973,1.231,1.727,1.495,1.937,1.21,1.771,1.545,1.974,1.198,1.615,1.486,1.926,331,4781,4560,8734,12802,186,3231,3207,6178,3541,3126,3322,3896,8776,5109,10102,2947,224,315,23,274,7178,5808,462,790,221,3283,2217,1903,5015,591,4216,867,678,614,13,33,17,1331,582,990,100,15408,8739,2572,4043,55,163,28,14075,0,0,0,0,0,0,320,61,1003,25,2,0.4645,0.1024,0.047,0.0147,79.06,92.24,90.47,71.76,60.74,54.38,51.76,29.25,87.44,79.67,0.1685,39.41,-,-,-,-,86.48,-,-,-,-,-,27.36,-,79.19
A4723,"Community Care of Brooklyn IPA, Inc.",NY,Initial,1,43647,43647,0,0,0,0,0,1,0,0,0,0,One-Sided,Retrospective,0,0,0,9846,0.0793,0.0302,11499388,11499388,,4507760,1,1,1,0,0,0,0.8321,0,1,15159,13721,145092153,133592765,,,0.4,0.4,0,High Revenue,93851,9939,13885,10044,92206,10713,14169,10183,106972,11486,14268,10055,94867,12067,15358,11104,13958,1.004,0.93,0.974,1.021,1.004,0.942,1.016,1.008,0.989,0.943,0.976,0.99,0.979,0.941,0.955,0.977,175,1745,2905,4533,9571,149,1323,3198,4902,1597,4448,2667,1134,5776,4070,5643,2910,216,301,7,769,3849,3532,26,147,167,66,1443,3054,5173,131,478,223,281,269,1,5,5,560,231,692,317,13197,4750,7112,819,515,41,36,26067,0,13,0,0,5,12,603,1500,321,304,0,0.4469,0.1023,0.0254,0.0229,85.5,93.77,93.95,87.06,55.92,59.5,65.98,19.87,89.13,84.58,0.1757,30.2,61.97,68.48,94.44,61.46,-,55.59,52.35,91.88,40,16.41,-,66.26,-
A3367,South Texas ACO Clinical Partners LLC,TX,Renewal,2,42736,43831,0,0,0,0,0,0,0,0,0,1,Two-Sided,Retrospective,0,0,1,7298,0.095,0.0334,9553416,9553416,,7021761,1,1,1,0,0,0,0.9685,0,1,14262,14625,100595972,91042556,,,0.75,0.75,0,Low Revenue,80730,9793,14940,8761,82248,10619,14467,8663,85258,10147,15188,9373,74401,10129,14643,8542,12908,1.012,0.964,0.964,1,0.981,0.991,0.989,1.017,1.004,1.063,0.996,1.031,0.967,1,1.005,1.026,281,1167,3093,3880,7053,230,961,2312,3549,1303,2842,2134,1019,4332,2966,5130,30,25,1919,3,191,3556,2792,229,521,21,287,747,2727,4287,444,1173,275,312,276,8,25,3,696,225,617,175,13769,8711,3914,1126,18,52,33,14465,0,0,0,0,0,0,128,148,46,24,0,0.442,0.0869,0.0199,0.0255,87.52,93.98,92.62,85.04,64.27,64.41,68.09,29.17,91.87,86,0.1694,28.9,91.03,84.82,96.43,81.12,-,90.57,73.72,78.87,42.42,13.4,-,70.91,-
A4775,CA MSSP 2020 Enhanced,CA,Initial,1,43831,43831,0,0,0,0,0,0,0,0,1,0,Two-Sided,Retrospective,0,0,0,16029,0.0044,0.01,1027133,0,,0,1,1,1,0,0,0,0.9434,0,1,15012,13907,234213270,233186138,,,0.5,0.5,1,Low Revenue,95740,11742,15951,9894,106825,11615,16681,9900,114037,12206,17762,10063,102969,13381,20042,10760,14946,1.117,1.03,1.006,1.003,1.087,1.077,1.017,0.995,1.014,1.057,1.014,0.984,1.062,1.166,1.091,1.097,75,1566,6268,9142,15602,83,1277,5854,8388,1660,6945,5055,2369,9678,6351,11884,297,606,2016,29,1197,3419,3072,52,307,22,615,910,2163,5200,138,2621,292,237,222,1,12,1,565,184,670,288,16282,9760,5446,728,347,43,34,20407,0,0,1,0,0,0,69,24,40,27,0,0.4418,0.1023,0.0211,0.0109,85.75,94.07,92.08,80.89,61.38,62.66,69.61,20.76,90.39,85.66,0.1444,23.71,72.98,76.02,90,71.25,-,66.36,66.15,87.59,4.35,18.5,-,65.06,-
A1070,"Allcare Options, LLC",FL,Renewal,3,41091,43647,0,0,0,0,0,0,1,0,0,0,Two-Sided,Retrospective,0,0,0,13281,0.1447,0.028,43351432,43351432,,21242202,1,1,1,0,0,0,0.8447,0,0,24301,25908,299632628,256281195,,,0.5,0.5,1,Low Revenue,119774,18780,27781,25921,125463,18480,28539,25563,119438,16531,26750,23944,92065,14189,26315,17779,20785,1.163,1.324,1.298,1.371,1.18,1.259,1.203,1.344,1.182,1.203,1.207,1.319,1.089,1.117,1.186,1.148,280,2887,5149,6962,12330,192,2154,3576,6408,2730,4685,3501,2365,7552,5729,10523,1575,106,674,17,386,5488,4637,212,500,186,1463,4053,3724,5220,293,865,364,564,515,6,24,19,1129,481,1016,181,19660,3217,4866,4426,7152,278,29,13231,0,77,0,0,0,0,142,96,261,26,1,0.4237,0.1393,0.0419,0.2366,81.71,93.4,90.01,77.83,61.95,63.21,71.22,31.12,88.46,84.21,0.1459,38.2,81.2,57.75,81.94,72.18,-,62.86,63.07,69.25,28,22.46,-,70.22,-
A2129,"Central US ACO, LLC","MO, AR, OK, KY",Renewal,3,41640,43647,0,0,0,0,0,1,0,0,0,0,One-Sided,Prospective,0,0,0,4993,-0.0147,0.039,-966924,0,,0,1,1,1,0,0,0,0.7826,0,0,13946,13422,65776198,66743122,,,0.4,0.4,0,Low Revenue,87950,10288,17599,10506,85682,11031,18290,11295,78524,10474,19650,11106,86723,11037,21374,11693,14151,1.105,1.117,1.128,1.212,1.234,1.103,1.104,1.184,1.177,1.113,1.122,1.163,1.127,1.1,1.19,1.201,41,1860,1283,2647,4716,40,1317,974,2385,1389,1712,1146,746,2751,2242,4654,176,20,25,66,52,3396,2952,103,200,197,1676,1824,3601,2946,220,403,439,386,350,4,12,20,827,267,674,195,16551,5235,2224,3299,5793,122,32,14743,2,0,15,0,1,1,97,89,104,20,3,0.3971,0.1394,0.033,0.1927,89.76,95.11,91.88,81.45,61.13,61.55,70.62,27.76,94.28,86.24,0.1762,35.16,98.43,97.08,100,23.26,-,88.92,29.91,98.19,100,78.49,-,21.23,-
A3627,Keep Well ACO LLC,"MO, OK, IL, FL, KS, TX",Initial,1,43101,43101,1,0,0,0,0,0,0,0,0,0,One-Sided,Retrospective,0,0,0,7664,-0.0236,0.0327,-3120796,0,,0,1,1,1,0,0,0,0.8645,0,,18173,16520,132188078,135308873,,,0.5,0.5,0,High Revenue,90854,14400,23772,12600,90413,14264,23673,12978,107025,15983,22230,13680,105994,19657,28040,13895,18602,1.007,1.426,1.243,1.193,1.149,1.459,1.317,1.169,1.203,1.466,1.221,1.24,1.171,1.556,1.36,1.21,61,1677,1648,5050,7274,62,1486,1413,4314,1706,2601,2067,1290,4229,3435,6801,546,45,60,83,129,5276,4254,144,280,653,1368,3054,3269,4618,359,931,344,541,474,4,14,50,1103,431,880,192,21092,10931,3853,6160,148,230,31,13977,0,0,0,0,0,35,76,27,151,15,3,0.3694,0.16,0.0324,0.3073,85.12,92.05,90.94,80.93,63.32,56.65,70.28,34.37,92.54,84.18,0.1575,37.39,97.07,95.49,98.67,48.06,-,80,68.71,100,75,52.66,-,75.2,-
A2831,"Community Care Partnership of Maine, LLC",ME,Renewal,2,42370,43647,0,0,0,0,0,1,0,0,0,0,One-Sided,Retrospective,0,0,0,16564,0.0768,0.0264,13006752,13006752,,5098647,1,1,1,0,0,0,0.9918,0,1,10530,10369,169290332,156283580,,,0.4,0.4,0,High Revenue,74570,9559,12851,9001,80961,9300,13581,8707,92551,9307,13900,8619,73464,8567,13059,8579,9721,1.003,0.881,0.906,0.955,0.992,0.888,0.904,0.953,1.066,0.877,0.907,0.93,0.975,0.828,0.861,0.937,94,5787,3963,10956,16076,87,3887,2856,9246,4409,6137,4005,2013,9092,7472,15959,94,49,20,94,348,2643,2443,9,97,103,287,683,3606,1912,179,415,287,223,213,0,4,7,764,143,586,188,9072,716,2040,1301,5014,47,23,13994,2,69,2,0,3,1,198,323,268,127,0,0.3688,0.0488,0.0131,0.0321,83.6,94.72,92.28,75,63.66,62.62,72.32,26.38,92.97,85.92,0.1287,33.33,95.16,80.45,98.11,75.92,-,71.17,76.35,88,5.95,12.17,-,82.38,-
A3361,"UOP ACO, LLC",MI,Renewal,2,42736,43647,0,0,0,0,0,1,0,0,0,0,One-Sided,Retrospective,0,0,0,5081,0.071,0.0388,4283579,4283579,,1679163,1,1,1,0,0,0,0.7564,0,1,12367,13147,60328159,56044580,,,0.4,0.4,0,Low Revenue,86892,10974,17138,12002,94611,10307,14652,11309,86019,10845,13430,11633,86531,9852,12081,10368,11489,1.08,1.053,1.062,1.225,1.074,1.08,1.081,1.206,1.122,1.063,0.992,1.216,1.04,1.026,0.947,1.095,82,2160,1251,3290,4878,59,1284,951,2583,1528,2049,1075,429,2835,2246,3286,1044,262,63,5,421,3705,3245,135,248,114,169,508,2387,3891,139,734,317,373,341,3,14,13,766,322,765,194,12800,7170,4647,965,18,50,21,10491,0,0,0,0,0,0,85,21,50,18,0,0.3525,0.0809,0.0303,0.0031,86.61,92.46,92.05,76.78,61.89,59.21,71.06,29.24,91.43,83.58,0.1769,43.63,72.7,55.06,74.58,76,-,45.71,53.39,85.39,0,21.31,-,72.57,-
A1769,"Rio Grande Valley Health Alliance, LLC",TX,Renewal,3,41275,43647,0,0,0,0,0,0,0,0,0,1,Two-Sided,Retrospective,1,0,1,4181,0.0794,0.0435,4278837,4278837,,3144945,1,1,1,0,0,0,1,0,1,13334,13757,53889798,49610961,0,0,0.75,0.75,0,Low Revenue,71639,9931,13263,8614,73201,9906,12924,9108,71814,10775,13545,9063,78984,9172,12155,9600,12276,1.052,1.07,1.092,1.098,1.043,1.138,1.103,1.091,1.006,1.127,1.102,1.082,1.043,1.158,1.226,1.234,222,882,1875,2864,4041,122,538,1000,2381,706,1647,1293,535,2370,1811,3179,22,24,817,2,137,3713,2893,156,671,21,341,385,2730,4160,298,777,364,328,284,5,35,4,639,249,575,156,14395,8716,3884,1737,58,33,25,11945,0,0,0,0,0,0,23,0,21,24,0,0.3505,0.0804,0.023,0.0074,84.46,93.23,91.41,74.71,65.65,57.77,75.26,25.51,87.77,83.74,0.1681,26.12,95.95,92.02,100,92.47,-,81.05,80.56,86.07,15,14.4,-,88.85,-
A4744,MS MSSP Community Health Center Enhanced,MS,Re-entering,3,43831,43831,0,0,0,0,0,0,0,0,1,0,Two-Sided,Retrospective,0,0,0,13755,0.1536,0.0277,21131401,21131401,,10354387,1,1,1,0,0,0,0.9171,0,1,10363,10368,137597905,116466504,,,0.5,0.5,1,Low Revenue,65527,7650,11109,7068,66789,7765,10990,7288,76702,8596,12147,7752,70559,7814,9694,7250,8772,0.938,0.833,0.726,0.857,0.924,0.819,0.721,0.856,0.905,0.833,0.726,0.882,0.898,0.83,0.724,0.91,257,5893,3312,7982,13277,195,3654,2361,7066,4394,6309,2370,682,7698,6057,6943,6543,77,56,6,130,2083,1784,85,92,126,186,381,2742,2354,161,732,356,232,211,3,5,13,769,170,583,166,9015,403,2774,1480,4358,28,28,13745,0,247,0,0,0,0,123,48,367,5,0,0.345,0.0939,0.0212,0.0056,88.46,95.24,92.79,82.29,63.64,62.15,72.71,36.29,92.31,87.6,-,31.35,73.98,60.55,85.96,90.03,-,57.94,57.45,85.15,17.5,14.2,-,59.09,-
A3105,"Prime Accountable Care , LLC","MI, NY, IL",Renewal,2,42370,43647,0,0,0,0,0,1,0,0,0,0,One-Sided,Retrospective,0,0,0,6175,0.0132,0.0356,1022763,0,,0,1,1,1,0,0,0,0.7981,0,0,13035,13440,77347741,76324977,,,0.4,0.4,0,Low Revenue,88427,11168,17840,11486,97060,11808,19211,10894,81061,11844,17912,10641,88767,10735,16879,10880,12863,1.072,1.091,1.104,1.182,1.092,1.094,1.145,1.165,1.045,1.061,1.084,1.117,0.972,1.05,1.065,1.078,122,2526,1229,4081,5934,77,1563,1001,3292,1852,2471,1316,536,3443,2732,4394,1308,109,71,13,280,4149,3654,140,320,101,294,1035,2608,3999,152,663,435,391,362,5,15,9,850,312,783,209,13811,6596,3809,2550,857,65,23,12190,0,7,1,0,0,0,104,49,109,54,0,0.3446,0.0965,0.0309,0.0324,87.71,94.92,92.29,79.97,69.51,62.26,70.77,27.02,92.3,83.98,0.171,39.79,68.19,68.82,100,65.38,-,55.63,59.05,79.34,14.58,25.67,-,64.48,-
A2142,Buena Vida y Salud LLC,TX,Renewal,3,41640,43831,0,0,0,0,0,1,0,0,0,0,One-Sided,Retrospective,0,0,0,4300,0.0583,0.0428,3138702,3138702,,1230371,1,1,1,0,0,0,0.9422,0,1,13056,13312,53820314,50681612,,,0.4,0.4,0,Low Revenue,73163,10177,13527,9831,75340,9581,13718,9536,71834,9488,14749,10348,87794,9212,14124,9671,12295,1.022,0.974,1.02,1.051,1.02,0.943,0.995,1.025,0.984,0.939,1.032,1.016,0.937,0.934,1.037,1.036,133,956,1245,2797,4122,93,704,865,2459,899,1746,1121,534,2323,1977,3443,149,21,583,8,96,3505,2682,372,422,74,437,846,2280,4108,203,817,462,309,266,12,21,9,724,226,616,186,13539,7495,4255,804,984,65,27,12627,0,13,0,0,0,0,35,21,56,15,0,0.3405,0.106,0.0258,0.0249,85.7,93.99,91.37,81.89,61.82,61.85,69.1,25.05,86.48,87.08,0.135,31.03,81.07,73.29,80.77,77.78,-,64.35,58,88.81,10.2,20.78,-,76.05,-
A1083,"Accountable Care Coalition of Southeast Wisconsin, LLC","WI, NJ",Renewal,3,41000,43647,0,0,0,0,0,0,0,0,1,0,Two-Sided,Retrospective,0,0,1,8714,0.0707,0,7097186,7097186,,3477621,1,1,1,0,0,0,0.9459,0,1,11909,11778,100362949,93265762,,,0.5,0.5,1,Low Revenue,71933,9131,11894,8579,78718,9407,12185,8926,80345,9710,12496,9276,84671,9787,11497,9617,11067,0.988,0.963,0.933,1.031,0.995,0.988,0.902,1.027,0.979,1.006,0.92,1.033,0.986,0.997,0.985,1.068,237,2336,1739,5949,8427,126,1571,1321,5409,1934,3777,2149,854,4755,3959,6142,1344,439,361,19,409,3120,2875,37,179,36,239,646,2926,3634,125,334,262,283,267,1,8,7,756,221,719,228,10687,4658,3590,1666,773,50,26,13244,0,15,0,0,0,0,129,61,119,32,0,0.3184,0.0695,0.0247,0.0166,90.38,93.28,92.2,80.57,69.81,69.41,70.09,26.06,95.95,88.65,0.1463,30.75,82.84,77.6,77.61,84.83,-,70.24,59.18,78.63,19.67,22.7,-,70.84,-
A4795,Bluestone ACO,"MN, FL, WI",Initial,1,43831,43831,0,0,0,0,0,1,0,0,0,0,One-Sided,Retrospective,0,0,0,7068,0.0906,0.0339,18227480,18227480,,7145172,1,1,1,1,0,0,0.7957,0,0,30808,30442,201291892,183064412,,,0.4,0.4,0,Low Revenue,87773,20590,27305,28380,115573,23351,28386,29457,136982,23951,32072,31497,118061,21255,27190,28767,28018,1.157,1.657,1.389,1.696,1.303,1.804,1.435,1.757,1.206,1.88,1.459,1.742,1.221,1.747,1.496,1.866,23,538,1265,3847,6534,28,688,1415,4402,747,929,2016,3376,4807,2261,6682,197,31,40,16,102,6331,5108,151,765,363,5332,3476,1962,6355,496,4448,434,676,617,4,36,20,1478,584,1465,122,24373,9857,2258,12126,132,266,28,13710,0,0,0,0,0,0,37,0,64,29,0,0.3154,0.1473,0.0523,0.0204,68.76,79.3,82.01,76.6,61.24,53.89,49.48,18.39,75.91,74.8,0.1424,43.31,-,-,-,-,73.09,-,-,-,-,-,22.2,-,70.15
A3476,"Rochester Regional Health ACO, Inc.",NY,Renewal,2,42736,43831,0,0,0,0,0,1,0,0,0,0,One-Sided,Retrospective,0,0,0,17719,0.0066,0.0259,1316956,0,,0,1,1,1,0,0,0,0.8561,0,1,11591,11967,198608182,197291226,,,0.4,0.4,0,High Revenue,68304,8571,12543,9046,73745,8911,12682,9561,77543,9378,13195,9823,74406,9802,13172,9765,11515,0.971,0.886,1.011,1.096,0.986,0.895,0.981,1.07,0.966,0.89,0.971,1.057,0.956,0.873,0.912,1.044,477,5025,2432,10504,17134,345,4208,2206,10375,4845,6707,3938,2229,9745,7974,14927,1508,181,328,19,756,3448,3292,1,58,103,147,669,3670,2789,167,610,310,368,357,0,3,8,853,321,739,196,9524,3276,3385,2842,20,55,25,12216,0,0,0,0,5,15,561,1063,504,648,0,0.3085,0.0798,0.0322,0.0239,88.01,90.73,90,76.48,61.34,58.62,71.51,20.04,92.2,84.3,0.1813,47.33,90.44,83.43,80.68,76.76,-,76.39,70.41,91.9,1.41,12.62,-,72.58,-
A1596,"Accountable Care Coalition of Georgia, LLC.",GA,Renewal,3,41275,43647,0,0,0,0,0,0,1,0,0,0,Two-Sided,Retrospective,0,0,0,6409,0.049,0,2994258,2994258,,1467186,1,1,1,0,0,0,0.8228,0,1,9944,9945,61087244,58092986,,,0.5,0.5,1,Low Revenue,64013,8102,10039,7100,75303,8141,10926,7330,72648,8351,11255,8073,79152,8132,10722,7504,9457,0.979,0.9,0.784,0.897,0.921,0.88,0.784,0.89,0.941,0.844,0.775,0.88,0.946,0.799,0.719,0.85,161,3193,1347,3850,6143,112,1919,870,3243,2369,2750,994,296,3463,2946,4253,1830,43,146,7,130,2771,2276,51,313,140,186,420,2635,2818,240,407,294,276,240,2,14,20,849,192,586,172,8908,383,3370,1129,4026,29,25,13983,0,99,0,0,0,0,114,50,166,23,0,0.3081,0.0747,0.0248,0.0081,81.98,92.47,89.43,84.21,57.14,59.02,75.73,20.73,88.06,85.52,-,38.35,91.84,54.75,88,85.11,-,45.35,52.06,84.58,14.29,16.31,-,70.07,-
